cat__Type of Travel_Personal Travel,cat__Class_Eco,remainder__id,remainder__Flight Distance,remainder__Inflight wifi service,remainder__Ease of Online booking,remainder__Online boarding,remainder__Seat comfort,remainder__Inflight entertainment,remainder__On-board service,remainder__Leg room service,remainder__Baggage handling,remainder__Cleanliness,Comfort_Per_Mile
0.0,0.0,120536.0,2176.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,1.4645577035735209
0.0,0.0,62042.0,2475.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,1.9417475728155336
1.0,1.0,128505.0,338.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,6.84931506849315
0.0,0.0,54960.0,1303.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0,2.1382751247327154
0.0,1.0,104943.0,1180.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,4.0,2.0,2.34375
0.0,1.0,89568.0,950.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.1746031746031744
0.0,0.0,5050.0,2673.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,1.4424810674359898
0.0,0.0,30592.0,628.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,5.494505494505495
0.0,0.0,33520.0,2120.0,0.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.8018018018018016
0.0,1.0,37852.0,937.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,2.8929604628736736
1.0,0.0,114551.0,337.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,4.0,5.0,7.627765064836002
1.0,0.0,82556.0,528.0,3.0,3.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,6.369426751592357
0.0,0.0,49990.0,109.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,9.56937799043062
0.0,1.0,29878.0,234.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,8.982035928143713
0.0,0.0,113529.0,386.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,8.916323731138545
1.0,1.0,80768.0,629.0,4.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,6.858710562414267
0.0,0.0,78965.0,2946.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.6414970453053184
0.0,0.0,24106.0,2965.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,1.4138118542686242
0.0,1.0,101901.0,2173.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.3198416190057192
0.0,1.0,13537.0,152.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,4.0,4.0,13.227513227513228
0.0,1.0,47200.0,620.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.7777777777777777
1.0,1.0,51112.0,326.0,5.0,5.0,5.0,1.0,1.0,3.0,2.0,3.0,1.0,3.1298904538341152
0.0,0.0,79863.0,1851.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,2.050230650948232
0.0,0.0,75095.0,1744.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,2.530730296456978
0.0,0.0,106016.0,1999.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,1.905669366364936
1.0,0.0,127710.0,255.0,4.0,0.0,3.0,3.0,5.0,5.0,0.0,5.0,5.0,7.511737089201878
0.0,0.0,55599.0,2773.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,1.5082956259426843
0.0,0.0,115003.0,337.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,10.678871090770404
1.0,1.0,107915.0,861.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,2.428026361429067
0.0,1.0,90929.0,406.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,6.587615283267457
0.0,0.0,114580.0,3162.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.226241569589209
1.0,1.0,18646.0,262.0,2.0,0.0,0.0,5.0,2.0,5.0,4.0,5.0,2.0,10.128913443830571
0.0,0.0,106594.0,986.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.376304481276857
0.0,0.0,121243.0,2075.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.8390804597701147
1.0,1.0,92134.0,1522.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.849568434032059
1.0,1.0,16047.0,833.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.7863522686673814
0.0,1.0,43045.0,192.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,7.9908675799086755
0.0,0.0,51198.0,304.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,4.0,7.425742574257425
0.0,0.0,83785.0,3601.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.1708547239484823
0.0,0.0,106651.0,1590.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,1.7751479289940826
0.0,0.0,89074.0,1118.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0103995621237
0.0,0.0,20439.0,84.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,12.681159420289855
1.0,1.0,124710.0,399.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,2.0,6.012024048096192
1.0,0.0,121212.0,2075.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,1.532567049808429
0.0,0.0,66382.0,1562.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.8078620136381867
0.0,1.0,57642.0,200.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,7.777777777777777
1.0,1.0,63430.0,337.0,3.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,9.153318077803204
0.0,1.0,23029.0,927.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,4.219409282700421
0.0,0.0,115890.0,3457.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,1.030831224814919
0.0,1.0,40727.0,599.0,2.0,2.0,2.0,3.0,5.0,1.0,5.0,5.0,5.0,6.19933237958989
0.0,1.0,28873.0,1050.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,3.188405797101449
0.0,0.0,89102.0,1919.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,1.8160805679379228
1.0,1.0,60009.0,1085.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,5.0,4.0,2.531645569620253
0.0,0.0,55620.0,1824.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.252252252252252
1.0,1.0,121021.0,920.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,3.92156862745098
1.0,1.0,71381.0,258.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,6.517690875232775
0.0,0.0,44481.0,692.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,1.0,5.0,4.62962962962963
0.0,1.0,110138.0,1048.0,2.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0,5.0,4.355400696864111
0.0,0.0,60385.0,1452.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.792096219931272
1.0,1.0,36801.0,2611.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,4.0,1.3525144473134143
0.0,0.0,48957.0,1780.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.5957446808510638
0.0,1.0,31808.0,2603.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,1.0,4.0,1.3565174497471943
1.0,1.0,59494.0,758.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.827505827505828
0.0,0.0,26117.0,404.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,5.29100529100529
1.0,1.0,96998.0,794.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.237136465324385
0.0,1.0,92199.0,1979.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,1.763668430335097
0.0,0.0,33540.0,3470.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,0.6535947712418301
0.0,1.0,105125.0,289.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,4.284490145672665
1.0,0.0,21573.0,331.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,10.05413766434648
1.0,1.0,111394.0,1050.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.4492753623188406
0.0,0.0,93876.0,590.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,6.76328502415459
0.0,1.0,94731.0,189.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,10.38062283737024
0.0,0.0,96621.0,3474.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.3989927252378287
1.0,1.0,15807.0,246.0,3.0,3.0,3.0,4.0,4.0,1.0,5.0,3.0,4.0,12.524084778420038
0.0,0.0,101787.0,1521.0,1.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.8788813489615466
1.0,1.0,72628.0,1121.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,4.0,1.0,2.184002184002184
0.0,0.0,91728.0,588.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,5.813953488372094
0.0,0.0,96398.0,3330.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.3605442176870748
0.0,1.0,50249.0,89.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,10.582010582010582
0.0,0.0,65331.0,2659.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.8122508155128672
1.0,1.0,30728.0,1062.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.8605851979345954
1.0,1.0,129847.0,337.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,4.0,3.0,6.1022120518688014
1.0,0.0,69297.0,733.0,4.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,2.4009603841536618
1.0,1.0,100870.0,1605.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.5415444770283475
1.0,0.0,78564.0,630.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0228310502283104
0.0,0.0,21837.0,448.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,3.64963503649635
0.0,1.0,28320.0,867.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,3.1023784901758016
0.0,1.0,61061.0,1709.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,3.0,2.026902524414962
0.0,1.0,32388.0,101.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,18.24212271973466
0.0,1.0,20562.0,533.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.21274354923644
0.0,0.0,123365.0,3396.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,0.7627765064836003
0.0,0.0,88346.0,240.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,7.843137254901961
0.0,1.0,77668.0,874.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,4.4490075290896645
0.0,0.0,75437.0,2585.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,1.2414649286157666
0.0,0.0,85209.0,731.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.214600882470919
0.0,0.0,64611.0,551.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,7.168458781362007
1.0,1.0,118091.0,1276.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,2.1802325581395348
0.0,0.0,62710.0,2556.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.506024096385542
1.0,1.0,116529.0,337.0,0.0,0.0,5.0,5.0,2.0,2.0,0.0,2.0,5.0,7.627765064836002
0.0,0.0,90454.0,581.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.873715124816447
0.0,0.0,98713.0,834.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.498215560314062
0.0,0.0,60124.0,2410.0,4.0,5.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,1.195219123505976
1.0,1.0,129255.0,1504.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,0.8312551953449708
0.0,1.0,14243.0,1027.0,4.0,5.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0,3.8450162673765154
1.0,1.0,11337.0,247.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,6.724303554274737
1.0,1.0,78068.0,332.0,3.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,4.0,9.259259259259258
0.0,0.0,32034.0,3690.0,0.0,0.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,1.0554089709762533
0.0,0.0,90698.0,646.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,5.0,4.0,4.915102770330652
1.0,0.0,37953.0,937.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.9643201542912244
1.0,1.0,11303.0,166.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,2.0,10.025062656641603
0.0,0.0,3248.0,425.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,9.523809523809524
0.0,0.0,62456.0,923.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.280873248615184
1.0,1.0,93072.0,297.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,4.0,9.235936188077243
1.0,0.0,46064.0,964.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,3.4461152882205512
0.0,1.0,104474.0,1671.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0703933747412004
0.0,0.0,34989.0,1182.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.1201248049922
1.0,0.0,77858.0,689.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,6.337135614702155
1.0,1.0,18652.0,201.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,6.644518272425248
0.0,0.0,8404.0,862.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,3.0,2.772002772002772
1.0,0.0,80263.0,488.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.1020408163265305
1.0,1.0,85031.0,1590.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.972386587771203
0.0,0.0,95863.0,1634.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.6912725874663592
0.0,0.0,25324.0,837.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.5574528637495555
0.0,0.0,35984.0,2496.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.5408320493066254
1.0,1.0,103199.0,814.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,2.0,2.552881108679796
0.0,0.0,126530.0,2572.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,1.621756487025948
1.0,1.0,67259.0,1121.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,3.003003003003003
1.0,1.0,5537.0,431.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,2.510985561833019
0.0,0.0,114233.0,850.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.807017543859649
0.0,0.0,115863.0,404.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.29100529100529
0.0,0.0,26643.0,406.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,7.246376811594202
1.0,1.0,105183.0,281.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,9.623797025371829
0.0,0.0,36114.0,1698.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,1.4831294030404152
1.0,1.0,78224.0,259.0,2.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,2.785515320334262
1.0,1.0,76332.0,2182.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,2.0,1.4607069821793748
0.0,0.0,3816.0,650.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,6.222222222222222
0.0,0.0,129016.0,2611.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,1.3525144473134143
1.0,1.0,102882.0,472.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,4.0,7.575757575757576
0.0,0.0,19426.0,645.0,1.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.8165548098434
0.0,0.0,105197.0,289.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,7.712082262210797
1.0,1.0,99203.0,691.0,3.0,3.0,3.0,1.0,1.0,5.0,2.0,5.0,1.0,1.685630004214075
1.0,0.0,85358.0,689.0,4.0,4.0,4.0,1.0,1.0,5.0,2.0,4.0,1.0,1.6899028305872412
0.0,0.0,83251.0,1956.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.2970168612191957
1.0,1.0,55977.0,1620.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,0.9689922480620154
0.0,1.0,87373.0,425.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,4.444444444444445
0.0,0.0,49120.0,1840.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,1.2027491408934707
0.0,0.0,98789.0,3535.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,1.1004126547455295
0.0,0.0,22678.0,3087.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.3596904089530382
1.0,1.0,11126.0,247.0,4.0,0.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,11.527377521613834
0.0,0.0,29630.0,3705.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.7008322382829609
0.0,0.0,115291.0,337.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,8.390541571319602
0.0,0.0,17420.0,1807.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.2235623142807202
0.0,1.0,125682.0,759.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,2.716336825766396
1.0,1.0,44259.0,222.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.175983436853002
0.0,0.0,57078.0,1222.0,4.0,4.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,3.02571860816944
1.0,1.0,25003.0,484.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,6.2785388127853885
1.0,1.0,32917.0,201.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,6.644518272425248
1.0,1.0,123511.0,2125.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,1.348314606741573
0.0,0.0,10209.0,2909.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,0.5538938739337543
0.0,1.0,97349.0,472.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.827505827505829
0.0,0.0,62157.0,2454.0,1.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.566170712607674
0.0,0.0,122148.0,3049.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,1.37609823224304
0.0,1.0,64798.0,190.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,4.597701149425286
0.0,0.0,33324.0,2462.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.5612802498048397
1.0,1.0,116386.0,371.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.123142250530785
0.0,0.0,23545.0,455.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,7.207207207207206
1.0,1.0,46391.0,1013.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0964360587002098
0.0,0.0,7042.0,299.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,8.35421888053467
0.0,0.0,88788.0,594.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,4.0,1.0,3.362151777137369
1.0,0.0,73150.0,1068.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.7123287671232874
0.0,0.0,60986.0,1805.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,1.9247594050743653
0.0,0.0,44057.0,296.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,11.784511784511784
0.0,0.0,56865.0,2434.0,2.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,1.9731649565903708
0.0,0.0,89998.0,2367.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.026753141467369
0.0,0.0,73329.0,1197.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.341043433564636
0.0,1.0,68414.0,645.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.342281879194631
1.0,1.0,87213.0,946.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.5054174633524533
0.0,1.0,103585.0,451.0,1.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.629764065335753
0.0,0.0,30634.0,3158.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.1254348270922856
0.0,0.0,128735.0,1104.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.3842746400885937
1.0,1.0,116138.0,342.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,4.0,1.0,4.524886877828053
1.0,1.0,117197.0,647.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,3.0,5.0,5.35475234270415
1.0,1.0,33004.0,163.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,15.20912547528517
1.0,1.0,63548.0,1009.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,2.1039975954313195
0.0,0.0,84321.0,606.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.721435316336167
1.0,1.0,43902.0,174.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,4.0,3.0,9.7323600973236
1.0,1.0,126292.0,507.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,7.1389346512905
0.0,0.0,70953.0,612.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,6.554307116104869
0.0,0.0,59962.0,1065.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,5.0,3.433476394849785
0.0,1.0,40068.0,493.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,3.0,5.059021922428331
0.0,0.0,113190.0,3661.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1.2408047505096162
0.0,1.0,12535.0,788.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,2.627627627627628
0.0,0.0,82584.0,408.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,3.937007874015748
0.0,1.0,13911.0,317.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.796163069544364
0.0,0.0,40967.0,1829.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.3824088474166234
0.0,0.0,70704.0,675.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,6.451612903225806
0.0,0.0,64463.0,989.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.8365472910927456
1.0,1.0,69923.0,1514.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,1.6522098306484925
0.0,0.0,31302.0,680.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.982905982905983
0.0,1.0,31363.0,589.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,3.870343492985002
1.0,0.0,33291.0,102.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,3.0,18.15181518151815
0.0,1.0,126160.0,507.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.942339373970346
0.0,0.0,90555.0,1726.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.373128879152975
1.0,1.0,43380.0,387.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,3.422313483915127
1.0,1.0,20130.0,416.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,5.167958656330749
1.0,0.0,117517.0,507.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,3.0,6.040637012630423
1.0,1.0,67898.0,1235.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,2.746566791510612
1.0,1.0,2683.0,539.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,5.0,4.0,5.216484089723527
0.0,1.0,20345.0,265.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,13.6986301369863
0.0,1.0,38032.0,1185.0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,5.0,4.0,2.075226977950713
0.0,0.0,56902.0,2454.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.3051422605063951
0.0,1.0,18195.0,228.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,13.211382113821136
0.0,0.0,80612.0,236.0,0.0,0.0,5.0,4.0,3.0,3.0,3.0,1.0,3.0,9.920634920634924
0.0,0.0,113903.0,2295.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,1.5309672929714682
0.0,0.0,124648.0,3194.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,1.3155231734466706
1.0,1.0,71272.0,733.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,4.401760704281712
1.0,0.0,41291.0,542.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,5.711318795430945
0.0,0.0,47763.0,2294.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.2531328320802004
0.0,1.0,43469.0,679.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.995293110825845
0.0,0.0,115476.0,404.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,1.0,3.306878306878307
1.0,1.0,61545.0,2358.0,2.0,2.0,2.0,5.0,3.0,1.0,4.0,4.0,3.0,1.6273393002441008
0.0,0.0,14502.0,2013.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,1.2620287111531787
0.0,0.0,54570.0,925.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.227642276422763
1.0,1.0,22996.0,489.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,5.659309564233164
